numero_registro;sector;tipo;subtipo;denominacion;plazas_autorizadas_numero;municipio_codigo;municipio_nombre;direccion_via_tipo;direccion_via_codigo;direccion_via_nombre;direccion_portal;direccion_codigo_postal;direccion_mancomunidad;direccion_area;direccion_distrito;direccion_demarcacion;direccion_zonass;direccion_coor_y;direccion_coor_x;contacto_telefono;contacto_correo;entidad_denominacion;entidad_nif;entidad_naturaleza;tipo_gestion
C4505;Personas mayores;CENTROS DE DÍA;CENTROS DE DÍA: OTROS;ISABEL LA CATOLICA, CENTRO DE DIA;40;079;Madrid;CALLE;03071;de Joaquín Dicenta;27;28029;;Madrid capital;Tetuán;Tetuán 2;Almenara;4480412;441137;917321880;alandeira@albertia.es;COMUNIDAD DE MADRID (CONSEJERIA DE FAMILIA, JUVENTUD Y ASUNTOS SOCIALES);S7800001E;PÚBLICA;PROPIA DE GESTIÓN INDIRECTA
C4508;Personas mayores;CENTROS DE DÍA;HOGARES Y CLUBES;HOGAR DEL JUBILADO AYUNTAMIENTO DE FRESNEDILLAS DE LA OLIVA;36;056;Fresnedillas de la Oliva;CALLE;00027;del Real;54;28214;MANCOMUNIDAD SIERRA OESTE;Oeste;Noroeste;San Lorenzo de El Escorial;Robledo de Chavela;4482482;400761;918989009;alcaldia@fresnedillasdelaoliva.es;AYUNTAMIENTO DE FRESNEDILLAS DE LA OLIVA;P2805600J;PÚBLICA;PRIVADA TOTAL
C4512;Adolescencia;CENTROS RESIDENCIALES;PISOS TUTELADOS;FOCUS JUVENALIS II;10;065;Getafe;CALLE;A0432;de la Laguna Negra;2;28905;;Sur;Getafe;Zona Sur Rural;Sector III;4460816;437144;91 681 91 48 / 629 21 63 01;"pisos.paideia@asociacionpaideia.org;direccionejecutiva@asociacionpaideia.org";ASOCIACION PARA LA INTEGRACION DEL MENOR PAIDEIA;G78437688;PRIVADA SIN ÁNIMO DE LUCRO;PRIVADA CON PLAZAS CONCERTADAS
C4519;Personas con enfermedad mental crónica;CENTROS RESIDENCIALES;PISOS TUTELADOS;ROSA MONTERO, PISO SUPERVISADO;4;123;Rivas-Vaciamadrid;CALLE;C0060;Rosa Montero;1;28521;;Este;Sureste;Rivas-Vaciamadrid;Rivas-Vaciamadrid I;4466633;455402;625149325 / 691404210;manantial@fundacionmanantial.org;MANANTIAL GESTIÓN S.L.U.;B09825530;PRIVADA CON ÁNIMO DE LUCRO;PRIVADA CON PLAZAS CONCERTADAS
C4523;Personas con discapacidad intelectual;CENTROS OCUPACIONALES;CENTROS OCUPACIONALES GENÉRICOS;"APASCOVI ""COLLADO VILLALBA"", CENTRO OCUPACIONAL";60;010;Alpedrete;CALLE;A0115;de José María Usandizaga;34;28439;MANCOMUNIDAD THAM;Norte;Sierra;Torrelodones;Alpedrete;4498637;413433;918506392/651 00 80 90;c.ocupacional@apascovi.org;FUNDACION APASCOVI;G82380478;PRIVADA SIN ÁNIMO DE LUCRO;PRIVADA CON PLAZAS CONCERTADAS + PEVS
C4524;Personas con discapacidad intelectual;CENTROS RESIDENCIALES;OTRAS RESIDENCIAS;APASCOVI, RESIDENCIA;51;010;Alpedrete;CALLE;A0115;de José María Usandizaga;34;28409;MANCOMUNIDAD THAM;Norte;Sierra;Torrelodones;Alpedrete;4498637;413433;91 850 63 92 / 616 31 72 05;rcalleja@apascovi.org;ASOCIACION DE PADRES Y AMIGOS DE NIÑOS SUBDOTADOS SANTIAGO APOSTOL DE COLLADO-VILLALBA (APASCOVI);G28547826;PRIVADA SIN ÁNIMO DE LUCRO;PRIVADA CON PLAZAS CONCERTADAS
C4535;Personas mayores;CENTROS DE DÍA;CENTROS DE DÍA: OTROS;NUESTRA SEÑORA DE LA SOLEDAD (PARLA), CENTRO DE DIA;30;106;Parla;CALLE;00878;Gladiolo;1;28981;;Sur;Medio-Sur;Parla;Noroeste;4453972;433854;91 664 44 43;"secretaria@residenciafundacion.es; medinagarciaalvaro@gmail.com";FUNDACION HERMANDAD DE NUESTRA SEÑORA DE LA SOLEDAD PARLA;G84700194;PRIVADA SIN ÁNIMO DE LUCRO;PRIVADA + PEVS
C4536;Personas sin hogar;CENTROS RESIDENCIALES;VIVIENDAS COMUNITARIAS;VIVIENDA UNIPERSONAL RIBERA 4;2;079;Madrid;CALLE;05182;de la Ribera de Curtidores;3;28005;;Madrid capital;Centro;Centro 2;Embajadores;4473466;439999;914672726/915277989;lar@asociacionrealidades.org;ASOCIACIÓN REALIDADES PARA LA INTEGRACIÓN SOCIAL;G80394711;PRIVADA SIN ÁNIMO DE LUCRO;PRIVADA TOTAL
C4540;Personas sin hogar;CENTROS RESIDENCIALES;VIVIENDAS COMUNITARIAS;VIVIENDA UNIPERSONAL JARDINES;1;079;Madrid;CALLE;03025;de los Jardines;17;28013;;Madrid capital;Centro;Centro 1;Sol;4474497;440570;914672726/915277989;lar@asociacionrealidades.org;ASOCIACIÓN REALIDADES PARA LA INTEGRACIÓN SOCIAL;G80394711;PRIVADA SIN ÁNIMO DE LUCRO;PRIVADA TOTAL
C4547;Personas mayores;CENTROS DE DÍA;HOGARES Y CLUBES;CENTRO MUNICIPAL DE MAYORES EL VAL;254;005;Alcalá de Henares;CALLE;A0694;Santander;12;28804;;Este;Medio-Este;Alcalá II: Campo Ángel-Chorrillo;Distrito 5;4481810;470540;918774868;cmayores@ayto-alcaladehenares.es;AYUNTAMIENTO DE ALCALA DE HENARES;P2800500G;PÚBLICA;PRIVADA TOTAL
C4548;Personas mayores;CENTROS DE DÍA;CENTROS DE DÍA: OTROS;GALLUR, CENTRO MUNICIPAL DE DIA;45;079;Madrid;CALLE;10286;de Gallur;417;28047;;Madrid capital;Latina;Latina 1;Los Cármenes;4472079;437088;913696249 / 664183225;cdgallur@ilunionvidasenior.com;AYUNTAMIENTO DE MADRID;P2807900B;PÚBLICA;PRIVADA TOTAL
C4549;Personas mayores;CENTROS DE DÍA;HOGARES Y CLUBES;TIERNO GALVAN, CENTRO MUNICIPAL DE MAYORES;170;079;Madrid;CALLE;06869;de Carrero Juan Ramón;24;28025;;Madrid capital;Carabanchel;Carabanchel 3;Abrantes;4470287;437984;915655698;tastiernogalvan@gmail.com;AYUNTAMIENTO DE MADRID;P2807900B;PÚBLICA;PRIVADA TOTAL
C4550;Personas mayores;CENTROS DE DÍA;CENTROS DE DÍA: OTROS;CASA DE CAMPO, CENTRO DE DÍA;45;079;Madrid;CALLE;40746;Principal de Provincias;21;28011;;Madrid capital;Moncloa-Aravaca;Moncloa;Casa de Campo;4473823;437517;914641063 / 664183126;cdcasacampo@ilunionvidasenior.com;AYUNTAMIENTO DE MADRID;P2807900B;PÚBLICA;PRIVADA TOTAL
C4583;Personas mayores;CENTROS DE DÍA;CENTROS DE DÍA: OTROS;AENMA, CENTRO DE DIA TERAPEUTICO;48;106;Parla;CALLE;00073;Jericó;24;28981;;Sur;Medio-Sur;Parla;Noroeste;4454373;433879;916989237;"afaparla@afaparla.org;aenma@aenma.ong";ASOCIACIÓN DE ENFERMEDADESNEURODEGENERATIVAS DE MADRID AENMA.;G82840943;PRIVADA SIN ÁNIMO DE LUCRO;PRIVADA + PEVS
C4585;Otros grupos en situación de necesidad;CENTROS RESIDENCIALES;PISOS TUTELADOS;PISO TUTELADO LA VENTILLA M.P.D.L.;5;079;Madrid;AVDA;11612;de Asturias;32;28029;;Madrid capital;Tetuán;Tetuán 2;Almenara;4480115;441061;610456353;pisotutelado@mpdl.org;ASOCIACION MOVIMIENTO POR LA PAZ EL DESARME Y LA LIBERTAD (MPDL);G28838001;PRIVADA SIN ÁNIMO DE LUCRO;PRIVADA CON PLAZAS CONCERTADAS
C4587;Refugiados y asilados;CENTROS DE ACOGIDA;CENTROS DE ACOGIDA: OTROS;CENTRO DE ACOGIDA A REFUGIADOS DE GETAFE;162;065;Getafe;AVDA;A0415;de Juan Carlos I;22;28905;;Sur;Getafe;Zona Sur Rural;Sector III;4460010;436318;916956968- ext.11;programas.madrid@cear.es;ASOCIACION COMISION ESPAÑOLA DE AYUDA AL REFUGIADO;G28651529;PRIVADA SIN ÁNIMO DE LUCRO;PRIVADA TOTAL
C4599;(Inmigracion) Otros grupos en situación de necesidad;CENTROS RESIDENCIALES;PISOS TUTELADOS;ALOJAMIENTO TEMPORAL PARA FAMILIAS INMIGRANTES 8 CRUZ ROJA, PISO TUTELADO;6;079;Madrid;CALLE;04899;de las Pozas;8;28004;;Madrid capital;Centro;Centro 1;Universidad;4475147;440063;"636142607; 913308842";adiazrubin@cruzroja.es/cruzroja.inspeccion@cruzroja.es;CRUZ ROJA ESPAÑOLA;Q2866001G;PRIVADA SIN ÁNIMO DE LUCRO;PRIVADA TOTAL
C4600;(Inmigracion) Otros grupos en situación de necesidad;CENTROS RESIDENCIALES;PISOS TUTELADOS;ALOJAMIENTO TEMPORAL PARA FAMILIAS INMIGRANTES 9 CRUZ ROJA, PISO TUTELADO;4;079;Madrid;CALLE;04899;de las Pozas;8;28004;;Madrid capital;Centro;Centro 1;Universidad;4475147;440063;"913308842; 636142607";adiazrubin@cruzroja.es/cruzroja.inspeccion@cruzroja.es;CRUZ ROJA ESPAÑOLA;Q2866001G;PRIVADA SIN ÁNIMO DE LUCRO;PRIVADA TOTAL
C4601;(Inmigracion) Otros grupos en situación de necesidad;CENTROS RESIDENCIALES;PISOS TUTELADOS;ALOJAMIENTO TEMPORAL PARA FAMILIAS INMIGRANTES 10 CRUZ ROJA, PISO TUTELADO;6;079;Madrid;CALLE;04899;de las Pozas;8;28004;;Madrid capital;Centro;Centro 1;Universidad;4475147;440063;"913308842; 636142607";adiazrubin@cruzroja.es/cruzroja.inspeccion@cruzroja.es;CRUZ ROJA ESPAÑOLA;Q2866001G;PRIVADA SIN ÁNIMO DE LUCRO;PRIVADA TOTAL
C4602;(Inmigracion) Otros grupos en situación de necesidad;CENTROS RESIDENCIALES;PISOS TUTELADOS;ALOJAMIENTO TEMPORAL PARA FAMILIAS INMIGRANTES 11 CRUZ ROJA, PISO TUTELADO;5;079;Madrid;CALLE;04899;de las Pozas;8;28004;;Madrid capital;Centro;Centro 1;Universidad;4475147;440063;"913308842; 636142607";adiazrubin@cruzroja.es/cruzroja.inspeccion@cruzroja.es;CRUZ ROJA ESPAÑOLA;Q2866001G;PRIVADA SIN ÁNIMO DE LUCRO;PRIVADA TOTAL
C4603;(Inmigracion) Otros grupos en situación de necesidad;CENTROS RESIDENCIALES;PISOS TUTELADOS;ALOJAMIENTO TEMPORAL PARA FAMILIAS INMIGRANTES 12 CRUZ ROJA, PISO TUTELADO;4;079;Madrid;CALLE;04899;de las Pozas;8;28004;;Madrid capital;Centro;Centro 1;Universidad;4475147;440063;636142607/913308842;adiazrubin@cruzroja.es/cruzroja.inspeccion@cruzroja.es;CRUZ ROJA ESPAÑOLA;Q2866001G;PRIVADA SIN ÁNIMO DE LUCRO;PRIVADA TOTAL
C4604;(Inmigracion) Otros grupos en situación de necesidad;CENTROS RESIDENCIALES;PISOS TUTELADOS;ALOJAMIENTO TEMPORAL PARA FAMILIAS INMIGRANTES 13 CRUZ ROJA, PISO TUTELADO;2;079;Madrid;CALLE;04899;de las Pozas;8;28004;;Madrid capital;Centro;Centro 1;Universidad;4475147;440063;"913308842; 636142607";adiazrubin@cruzroja.es/cruzroja.inspeccion@cruzroja.es;CRUZ ROJA ESPAÑOLA;Q2866001G;PRIVADA SIN ÁNIMO DE LUCRO;PRIVADA TOTAL
C4608;Personas mayores;CENTROS DE DÍA;HOGARES Y CLUBES;VILLAVERDE, CENTRO MUNICIPAL DE MAYORES;223;079;Madrid;CALLE;10807;de Villalonso;12;28021;;Madrid capital;Villaverde;Villaverde;San Andrés;4466809;439788;915888934;"martinezcal@madrid.es;dconvivencia@madrid.es";AYUNTAMIENTO DE MADRID;P2807900B;PÚBLICA;PRIVADA TOTAL
C4610;Personas mayores;CENTROS DE DÍA;CENTROS DE DÍA: OTROS;SANTA HELENA, CENTRO DE DIA;32;122;Ribatejada;CTRA;00052;de Ajalvir;5;28815;MANCOMUNIDAD 2016;Norte;Nordeste;Páramos;Paracuellos del Jarama;4501998;466987;918791967;resisantahelena@hotmail.com;CENTRO DE MAYORES SANTA HELENA S.L;B84316843;PRIVADA CON ÁNIMO DE LUCRO;PRIVADA TOTAL
C4611;Personas con discapacidad intelectual;CENTROS DE DÍA;CENTROS DE DÍA: OTROS;COMEDOR PARQUE COIMBRA, CENTRO DE DIA;210;092;Móstoles;AVDA;A0348;de los Sauces;61;28935;;Oeste;Móstoles;Móstoles II;Móstoles II (G);4462598;420751;916479070;victoria.peinador@fundacion-amas.org;FUNDACION AMAS SOCIAL;G83160416;PRIVADA SIN ÁNIMO DE LUCRO;PRIVADA TOTAL
C4612;Infancia y Adolescencia;CENTROS DE DÍA;CENTROS DE DÍA: OTROS;GANDALF, CENTRO DE DIA;26;079;Madrid;CALLE;11030;de Rafael Fernández Hijicos;2;28038;;Madrid capital;Puente de Vallecas;Puente de Vallecas 2;Palomeras Sureste;4471459;445944;913806604;gandalflf@hotmail.com;ASOCIACION CULTURAL GANDALF;G78793155;PRIVADA SIN ÁNIMO DE LUCRO;PRIVADA TOTAL
C4621;Personas con enfermedad mental crónica;CENTROS DE DÍA;CENTROS DE DÍA: OTROS;INTRESS GETAFE, CENTRO DE DIA;30;065;Getafe;CALLE;A0296;de Felipe Estévez;11;28901;;Sur;Getafe;Centro Norte;Centro-San Isidro;4462288;437882;916651600;"cdgetafe@intress.org;jmcanamares@intress.org";ASOCIACION INSTITUTO DE TRABAJO SOCIAL Y SERVICIOS SOCIALES (INTRESS);G08973224;PRIVADA SIN ÁNIMO DE LUCRO;PRIVADA CON PLAZAS CONCERTADAS
C4629;Personas mayores;CENTROS RESIDENCIALES;RESIDENCIAS DE PERSONAS MAYORES MIXTA;COLISEE JARAMA, RESIDENCIA DE PERSONAS MAYORES;170;104;Paracuellos de Jarama;CALLE;C0063;Gaspar de Morales;1;28860;;Norte;Nordeste;Páramos;Paracuellos del Jarama;4483632;456526;673464605 / 912304200;"direcciongeroinnovamad@gmail.com;geroinnovamiramadrid@gmail.com";LA SALETA CARE, S.L.;B96648563;PRIVADA CON ÁNIMO DE LUCRO;PRIVADA + PEVS
C4632;Personas mayores;CENTROS DE DÍA;CENTROS DE DÍA: OTROS;KUIDO ALCALA DE HENARES, CENTRO DE DIA;105;005;Alcalá de Henares;CALLE;A0472;Milán;52;28805;;Este;Medio-Este;Alcalá II: Campo Ángel-Chorrillo;Distrito 6;4482928;471347;918823711;"rebeca.garcia@kuido.es;elena.calderon@kuido.es";CONSTRUCCIONES ALCALA JOMA S.A.;A78499555;PRIVADA CON ÁNIMO DE LUCRO;PRIVADA CON PLAZAS CONCERTADAS + PEVS
C4633;Infancia y Adolescencia;CENTROS DE REHABILITACIÓN;CENTROS DE ATENCIÓN;ANAYET, CENTRO DE ATENCION TEMPRANA Y TRATAMIENTOS;10;079;Madrid;CALLE;02575;del Gobernador;2;28014;;Madrid capital;Centro;Centro 1;Cortes;4473676;440902;913697979;info@centroanayet.com;ANAYET SERVICIOS SOCIALES Y FORMATIVOS, SL;B85475259;PRIVADA CON ÁNIMO DE LUCRO;PRIVADA CON PLAZAS CONCERTADAS + PEVS
C4767;Personas sin hogar;CENTROS DE ACOGIDA;CENTROS DE ACOGIDA: OTROS;CARMEN SACRISTAN HOGARES PARA LA INTEGRACION;60;079;Madrid;CALLE;45747;de Fromista;11;28050;;Madrid capital;Fuencarral-El Pardo;Fuencarral 2;Valverde;4484594;442784;672 330 895 - 670 092 812 - 661 870 070;proyectos@hogarsi.org;FUNDACION RED DE APOYO A LA INTEGRACION SOCIOLABORAL (RAIS);G83207712;PRIVADA SIN ÁNIMO DE LUCRO;PRIVADA CON PLAZAS CONCERTADAS
C4769;Personas mayores;CENTROS DE DÍA;HOGARES Y CLUBES;VILLA DE VALLECAS, CENTRO MUNICIPAL DE MAYORES;224;079;Madrid;CALLE;04758;de Pico Mampodre;6;28031;;Madrid capital;Villa de Vallecas;Villa de Vallecas;Casco Histórico de Vallecas;4469823;447266;913328757;"socivivallecas@madrid.es;aceitunoga@madrid.es;saerdistritos@madrid.es";AYUNTAMIENTO DE MADRID;P2807900B;PÚBLICA;PRIVADA TOTAL
C4774;Personas mayores;CENTROS DE DÍA;CENTROS DE DÍA: OTROS;PUERTA DEL SUR, CENTRO DE DIA;130;007;Alcorcón;CALLE;02392;del Parque Grande;3;28924;;Oeste;Alcorcón;Valderas;Valderas II;4466804;431058;91 005 35 50 - 648 566 904;"puertadelsur@villasaluten.com;dependencia@villasaluten.com";VILLA SALUTEN, SL;B86055779;PRIVADA CON ÁNIMO DE LUCRO;PRIVADA CON PLAZAS CONCERTADAS + PEVS
C4791;Personas mayores;CENTROS DE DÍA;CENTROS DE DÍA: OTROS;LESCER MIRASIERRA, CENTRO DE DIA;15;079;Madrid;AVDA;11964;del Ventisquero de la Condesa;46;28034;;Madrid capital;Fuencarral-El Pardo;Fuencarral 2;Mirasierra;4482906;439163;913 876 050;direccion.mirasierra@emeis.com;GESECOPLAR, S.A.;A82704735;PRIVADA CON ÁNIMO DE LUCRO;PRIVADA TOTAL
C4793;Personas mayores;CENTROS DE DÍA;HOGARES Y CLUBES;NUESTRA SEÑORA DE LOS ANGELES, CENTRO MUNICIPAL DE MAYORES;350;079;Madrid;CALLE;11199;de Arama;S/N;28041;;Madrid capital;Villaverde;Villaverde;Los Ángeles;;;917109700;omvillaverde@madrid.es;AYUNTAMIENTO DE MADRID;P2807900B;PÚBLICA;PRIVADA TOTAL
C4803;Personas mayores;CENTROS DE DÍA;HOGARES Y CLUBES;JOSE ORTUÑO PONCE, CENTRO MUNICIPAL DE MAYORES;153;079;Madrid;CALLE;11689;de José Ortuño Ponce;3;28021;;Madrid capital;Villaverde;Villaverde;San Andrés;4466380;440097;917974311;omvillaverde@madrid.es;AYUNTAMIENTO DE MADRID;P2807900B;PÚBLICA;PRIVADA TOTAL
C4807;Personas con discapacidad intelectual;CENTROS OCUPACIONALES;CENTROS OCUPACIONALES GENÉRICOS;FUNDACION SINDROME DE DOWN,CENTRO OCUPACIONAL 3 OLIVOS;90;079;Madrid;CALLE;11948;de la Cueva de Montesinos;45;28034;;Madrid capital;Fuencarral-El Pardo;Fuencarral 2;Valverde;4483460;441341;913876790 / 629410839;fsdownmadrid@downmadrid.org;FUNDACION SINDROME DE DOWN DE MADRID;G81854283;PRIVADA SIN ÁNIMO DE LUCRO;PRIVADA CON PLAZAS CONCERTADAS + PEVS
C4808;Personas con discapacidad física;CENTROS DE REHABILITACIÓN;CENTROS DE RECUPERACIÓN;DACER, REHABILITACION FUNCIONAL;30;134;San Sebastián de los Reyes;CALLE;C0013;Francisco Ayala;10;28702;;Norte;Nordeste;San Sebastián de los Reyes;UTS 3;4490431;448131;916671646;lrc@dacer.org;DACER REHABILITACION FUNCIONAL, SL;B86221397;PRIVADA CON ÁNIMO DE LUCRO;PRIVADA CON PLAZAS CONCERTADAS + PEVS
C4816;Infancia y Adolescencia;CENTROS DE DÍA;CENTROS DE DÍA: OTROS;ALDEAS INFANTILES, CENTRO DE DIA VILLALBA;60;047;Collado Villalba;CALLE;A0327;Veintinueve de Octubre;7;28400;;Norte;Sierra;Collado Villalba;Collado Villalba Estación II;4497617;414354;918 499 827;aebalasa@aldeasinfantiles.es;ASOCIACION ALDEAS INFANTILES SOS DE ESPAÑA;G28821254;PRIVADA SIN ÁNIMO DE LUCRO;PRIVADA TOTAL
C4820;Otros grupos en situación de necesidad;CENTROS DE DÍA;CENTROS DE DÍA: OTROS;MADRE TERESA DE CALCUTA, COMEDOR;171;079;Madrid;CALLE;45185;de La Diligencia;7;28018;;Madrid capital;Puente de Vallecas;Puente de Vallecas 2;Palomeras Bajas;4470516;444141;914633744 / 600236063;jocosanz@gmail.com;CASA-COMUNIDAD MISIONERAS DE LA CARIDAD DE LA MADRE TERESA DE CALCUTA;R7800181E;PRIVADA SIN ÁNIMO DE LUCRO;PRIVADA TOTAL
C4823;Personas con enfermedad mental crónica;CENTROS DE DÍA;CENTROS DE DÍA: OTROS;FUNDACION MANANTIAL, CENTRO DE DIA SOPORTE SOCIAL PARA PERSONAS CON ENFERMEDAD MENTAL CRONICA EN RIVAS VACIAMADRID;32;123;Rivas-Vaciamadrid;CALLE;C0013;Gonzalo Torrente Ballester;1;28521;;Este;Sureste;Rivas-Vaciamadrid;Rivas-Vaciamadrid I;4466094;455538;91 499 98 80;"manantial@fundacionmanantial.org;cdrivas@fundacionmanantial.org";MANANTIAL GESTIÓN S.L.U.;B09825530;PRIVADA CON ÁNIMO DE LUCRO;PRIVADA CON PLAZAS CONCERTADAS
C4827;Personas con discapacidad intelectual;CENTROS RESIDENCIALES;PISOS TUTELADOS;PRIMULA AFANIAS, PISO TUTELADO;3;079;Madrid;CALLE;45555;de Prímula;3;28019;;Madrid capital;Carabanchel;Carabanchel 1;San Isidro;4471579;437968;914459671 ¿ 669562174;"seilar@afanias.org;secretaria@afanias.org";AFANIAS, ASOCIACION PRO-PERSONAS CON DISCAPACIDAD INTELECTUAL;G28303790;PRIVADA SIN ÁNIMO DE LUCRO;PRIVADA + PEVS
C4828;Personas con discapacidad intelectual;CENTROS RESIDENCIALES;PISOS TUTELADOS;MADRIGAL DE LAS ALTAS TORRES AFANIAS, PISO TUTELADO;1;079;Madrid;CALLE;01224;del Castillo de Madrigal de las Altas Torres;9;28037;;Madrid capital;San Blas;San Blas;Simancas;4475535;446756;914459671 ¿ 669562174;"seilar@afanias.org;secretaria@afanias.org";AFANIAS, ASOCIACION PRO-PERSONAS CON DISCAPACIDAD INTELECTUAL;G28303790;PRIVADA SIN ÁNIMO DE LUCRO;PRIVADA TOTAL
C4835;Personas mayores;CENTROS RESIDENCIALES;RESIDENCIAS DE PERSONAS MAYORES DEPENDIENTES;MADRID ENSANCHE DE VALLECAS, RESIDENCIA DE PERSONAS MAYORES;160;079;Madrid;AVDA;C0374;del Cerro Milano;1;28051;;Madrid capital;Villa de Vallecas;Villa de Vallecas;Casco Histórico de Vallecas;4468867;447518;914948677;lrubiop@clece.es;COMUNIDAD DE MADRID (CONSEJERIA DE FAMILIA, JUVENTUD Y ASUNTOS SOCIALES);S7800001E;PÚBLICA;PROPIA DE GESTIÓN INDIRECTA
C4836;Personas mayores;CENTROS DE DÍA;CENTROS DE DÍA: OTROS;MADRID ENSANCHE DE VALLECAS, CENTRO DE DIA;40;079;Madrid;AVDA;C0374;del Cerro Milano;1;28051;;Madrid capital;Villa de Vallecas;Villa de Vallecas;Casco Histórico de Vallecas;4468867;447518;914948677;lrubiop@clece.es;COMUNIDAD DE MADRID (CONSEJERIA DE FAMILIA, JUVENTUD Y ASUNTOS SOCIALES);S7800001E;PÚBLICA;PROPIA DE GESTIÓN INDIRECTA
C4845;Personas mayores;CENTROS DE DÍA;HOGARES Y CLUBES;PROSPERIDAD SANTA HORTENSIA, CENTRO MUNICIPAL DE MAYORES;277;079;Madrid;CALLE;05635;de Santa Hortensia;15;28002;;Madrid capital;Chamartín;Chamartín 1;Prosperidad;4477343;443259;91 510 68 62;vegalmc@madrid.es;AYUNTAMIENTO DE MADRID;P2807900B;PÚBLICA;PRIVADA TOTAL
C4846;Personas mayores;CENTROS DE DÍA;HOGARES Y CLUBES;CASTILLA, CENTRO MUNICIPAL DE MAYORES;136;079;Madrid;PASEO;01213;de la Castellana;304;28046;;Madrid capital;Chamartín;Chamartín 2;Castilla;4481381;441970;91 733 98 30;lopezafa@madrid.es;AYUNTAMIENTO DE MADRID;P2807900B;PÚBLICA;PRIVADA TOTAL
C4847;Personas mayores;CENTROS DE DÍA;HOGARES Y CLUBES;CENTRO MUNICIPAL DE MAYORES PLAZA ESPAÑA, 1;171;099;Navas del Rey;PLAZA;00074;de España;2;28695;MANCOMUNIDAD LOS PINARES;Oeste;Suroeste;San Martín de Valdeiglesias;San Martín de Valdeiglesias;4471143;393737;918650002-436;sintervencion@navasdelrey.es;AYUNTAMIENTO DE NAVAS DEL REY;P2809900J;PÚBLICA;PRIVADA TOTAL
C4848;Personas mayores;CENTROS RESIDENCIALES;RESIDENCIAS DE PERSONAS MAYORES DEPENDIENTES;ADOLFO SUAREZ, RESIDENCIA DE MAYORES;280;079;Madrid;CALLE;45497;de Ravena;18;28032;;Madrid capital;San Blas;San Blas;Arcos;4474439;447878;913220900;;AGENCIA MADRILEÑA DE ATENCION SOCIAL (AMAS);Q2801283I;PÚBLICA;PROPIA DE GESTIÓN DIRECTA
C4881;(Inmigracion) Otros grupos en situación de necesidad;CENTROS RESIDENCIALES;PISOS TUTELADOS;ACCEM, PISO DE AUTONOMIA C/ GENEROSIDAD 30;7;079;Madrid;CALLE;11851;de la Generosidad;30;28041;;Madrid capital;Villaverde;Villaverde;Los Rosales;4467916;441584;637723484;madrid@accem.es;ACCEM;G79963237;PRIVADA SIN ÁNIMO DE LUCRO;PRIVADA TOTAL
C4887;Personas mayores;CENTROS DE DÍA;HOGARES Y CLUBES;JOSE MANUEL BRINGAS, CENTRO MUNICIPAL DE MAYORES;133;079;Madrid;CALLE;45602;del Camino Viejo de Villaverde;26;28041;;Madrid capital;Usera;Usera;Orcasitas;4469091;439633;913418900;sociusera@madrid.es;AYUNTAMIENTO DE MADRID;P2807900B;PÚBLICA;PRIVADA TOTAL
C4897;Personas con enfermedad mental crónica;CENTROS DE DÍA;CENTROS DE DÍA: OTROS;FUNDACION MANANTIAL, CENTRO DE DIA PERSONAS TRASTORNO MENTAL GRAVE DE BARAJAS;15;079;Madrid;PLAZA;06829;Mayor de Barajas;1;28042;;Madrid capital;Barajas;Barajas;Casco Histórico de Barajas;4480466;451003;91 301 08 93;"manantial@fundacionmanantial.org;cdbarajas@fundacionmanantial.org";MANANTIAL GESTIÓN S.L.U.;B09825530;PRIVADA CON ÁNIMO DE LUCRO;PRIVADA CON PLAZAS CONCERTADAS
C4898;Personas con enfermedad mental crónica;CENTROS DE REHABILITACIÓN;CENTROS DE REHABILITACIÓN: OTROS;FUNDACION MANANTIAL, CENTRO DE REHABILITACION PERSONAS TRASTORNO MENTAL GRAVE DE BARAJAS;21;079;Madrid;PLAZA;06829;Mayor de Barajas;1;28042;;Madrid capital;Barajas;Barajas;Casco Histórico de Barajas;4480466;451003;91 301 08 93;"manantial@fundacionmanantial.org;crpsbarajas@fundacionmanantial.org";MANANTIAL GESTIÓN S.L.U.;B09825530;PRIVADA CON ÁNIMO DE LUCRO;PRIVADA CON PLAZAS CONCERTADAS
C4902;Personas mayores;CENTROS DE DÍA;CENTROS DE DÍA: OTROS;PARQUE DE LAS AVENIDAS, CENTRO DE DIA;50;079;Madrid;AVDA;00902;de Bruselas;38;28028;;Madrid capital;Salamanca;Salamanca 1;Guindalera;4476375;443568;913611254 / 690062061;cparquedelasavenidas@gmail.com;LUPADI GESTION S.L.;B86367919;PRIVADA CON ÁNIMO DE LUCRO;PRIVADA CON PLAZAS CONCERTADAS + PEVS
C4903;Personas mayores;CENTROS DE DÍA;HOGARES Y CLUBES;CENTRO MUNICIPAL PARA MAYORES ANTONIO SOMALO BERNAL;400;903;Tres Cantos;AVDA;00236;de los Labradores;24;28760;;Norte;Sierra;Tres Cantos;Tres Cantos II;4494581;440295;91 173 05 85;pilar.gonzalez@trescantos.es;AYUNTAMIENTO DE TRES CANTOS;P2818400J;PÚBLICA;PRIVADA TOTAL
